Drug1,Drug2,cell,drug1_db,drug2_db,synergy
GEFITINIB,BLEOMYCIN,HT29,DB00317,DB00290,-0.48
PACLITAXEL,CARMUSTINE,HCT116,DB01229,DB00262,3.47
ANASTROZOLE,IXABEPILONE,HCT15,DB01217,DB04845,4.82
LETROZOLE,PACLITAXEL,CAKI1,DB01006,DB01229,-3.38
ANASTROZOLE,QUINACRINE HYDROCHLORIDE,HS578T,DB01217,DB01103,1.08
PACLITAXEL,DOCETAXEL,NCIH322,DB01229,DB01248,-1.58
ANASTROZOLE,NILOTINIB,NCIH322,DB01217,DB04868,10.1
LAPATINIB,HYDROXYUREA,NCIH322,DB01259,DB01005,-7.06
CYTARABINE HYDROCHLORIDE,CARMUSTINE,NCIH226,DB00987,DB00262,-2.3
IMATINIB,PACLITAXEL,NCIH522,DB00619,DB01229,9.1
CELECOXIB,ALLOPURINOL,786O,DB00482,DB00437,2.58
DASATINIB,HYDROXYUREA,SF295,DB01254,DB01005,-0.92
PRALATREXATE,IMIQUIMOD,DU145,DB06813,DB00724,-1.11
RALOXIFENE,AZACYTIDINE,DU145,DB00481,DB00928,1.29
TAMOXIFEN CITRATE,IMIQUIMOD,NCIH460,DB00675,DB00724,-3.94
ZOLEDRONIC ACID,HYDROXYUREA,SNB19,DB00399,DB01005,-0.15
HYDROXYUREA,PRALATREXATE,MOLT4,DB01005,DB06813,-2.79
HYDROXYUREA,ARSENIC TRIOXIDE,HS578T,DB01005,DB01169,4.24
FLUDARABINE BASE,MITOTANE,IGROV1,DB01073,DB00648,-0.15
SUNITINIB,QUINACRINE HYDROCHLORIDE,PC3,DB01268,DB01103,-8.27
FLUDARABINE BASE,IMATINIB,UACC62,DB01073,DB00619,-1.02
LETROZOLE,DASATINIB,NCIH322,DB01006,DB01254,-0.77
LAPATINIB,ZOLEDRONIC ACID,NCIH460,DB01259,DB00399,2.65
DAUNORUBICIN HYDROCHLORIDE,DASATINIB,HS578T,DB00694,DB01254,2.13
NILOTINIB,MITOTANE,OVCAR4,DB04868,DB00648,1.68
RALOXIFENE,GEFITINIB,786O,DB00481,DB00317,5.73
TAMOXIFEN CITRATE,IMATINIB,NCIH460,DB00675,DB00619,7.39
TAMOXIFEN CITRATE,ZOLEDRONIC ACID,NCIH460,DB00675,DB00399,-0.96
TAMOXIFEN CITRATE,BORTEZOMIB,UACC62,DB00675,DB00188,5.86
MITOTANE,ALLOPURINOL,U251MG,DB00648,DB00437,5.68
METHOTREXATE,AMIFOSTINE,SKMEL28,DB00563,DB01143,-6.62
FLUDARABINE BASE,TOPOTECAN HYDROCHLORIDE,SKOV3,DB01073,DB01030,-7.19
DASATINIB,TOPOTECAN HYDROCHLORIDE,NCIH226,DB01254,DB01030,-5.86
NILOTINIB,AMIFOSTINE,UACC62,DB04868,DB01143,-1.47
CELECOXIB,FLUDARABINE BASE,SW620,DB00482,DB01073,-0.26
METHOTREXATE,TAMOXIFEN CITRATE,MALME3M,DB00563,DB00675,4.46
RALOXIFENE,ALLOPURINOL,786O,DB00481,DB00437,-1.54
TRETINOIN,DASATINIB,COLO205,DB00755,DB01254,-0.71
CYTARABINE HYDROCHLORIDE,ANASTROZOLE,MCF7,DB00987,DB01217,-2.08
LETROZOLE,ZOLEDRONIC ACID,SKMEL28,DB01006,DB00399,-2.58
LETROZOLE,DOCETAXEL,HCT15,DB01006,DB01248,0.64
MEGESTROL ACETATE,AMIFOSTINE,COLO205,DB00351,DB01143,-1.75
DOCETAXEL,HYDROXYUREA,KM12,DB01248,DB01005,4.28
FULVESTRANT,METHOXSALEN,CAKI1,DB00947,DB00553,5.83
RALOXIFENE,METHOXSALEN,HT29,DB00481,DB00553,3.27
RALOXIFENE,AMIFOSTINE,KM12,DB00481,DB01143,5.88
FLUDARABINE BASE,METHOXSALEN,UACC257,DB01073,DB00553,0.17
MITOTANE,PRALATREXATE,SKMEL28,DB00648,DB06813,2.86
PRALATREXATE,ARSENIC TRIOXIDE,HT29,DB06813,DB01169,0.89
RALOXIFENE,IMIQUIMOD,DU145,DB00481,DB00724,5.76
TRETINOIN,QUINACRINE HYDROCHLORIDE,U251MG,DB00755,DB01103,-3.17
BLEOMYCIN,MITOTANE,COLO205,DB00290,DB00648,14.5
SORAFENIB,IMIQUIMOD,HCT116,DB00398,DB00724,-5.08
LAPATINIB,MERCAPTOPURINE,SKMEL2,DB01259,DB01033,-2.88
ANASTROZOLE,DOCETAXEL,MCF7,DB01217,DB01248,-2.67
LAPATINIB,PRALATREXATE,SF295,DB01259,DB06813,3.71
IMIQUIMOD,BORTEZOMIB,LOXIMVI,DB00724,DB00188,0.4
LETROZOLE,SORAFENIB,HCT15,DB01006,DB00398,-1.75
CELECOXIB,AMIFOSTINE,MALME3M,DB00482,DB01143,-0.23
LENALIDOMIDE,DASATINIB,PC3,DB00480,DB01254,-7.38
DAUNORUBICIN HYDROCHLORIDE,ANASTROZOLE,SKMEL5,DB00694,DB01217,-1.33
BLEOMYCIN,ANASTROZOLE,ACHN,DB00290,DB01217,2.38
PRALATREXATE,IXABEPILONE,BT549,DB06813,DB04845,5.48
PACLITAXEL,TOPOTECAN HYDROCHLORIDE,SF295,DB01229,DB01030,-1.69
MITOTANE,NILOTINIB,NCIH23,DB00648,DB04868,0.16
MITOTANE,METHOXSALEN,COLO205,DB00648,DB00553,0.54
RALOXIFENE,VANDETANIB,SKMEL28,DB00481,DB05294,6.71
TAMOXIFEN CITRATE,BORTEZOMIB,SKMEL5,DB00675,DB00188,1.01
NILOTINIB,SUNITINIB,UACC257,DB04868,DB01268,1.78
CELECOXIB,METHOXSALEN,UACC257,DB00482,DB00553,1.25
RALOXIFENE,IXABEPILONE,NCIH322,DB00481,DB04845,-1.85
CYTARABINE HYDROCHLORIDE,TRETINOIN,ACHN,DB00987,DB00755,1.05
LENALIDOMIDE,AMIFOSTINE,A498,DB00480,DB01143,-1.25
RALOXIFENE,TAMOXIFEN CITRATE,MDAMB231,DB00481,DB00675,-1.28
DASATINIB,LAPATINIB,CAKI1,DB01254,DB01259,-1.39
TAMOXIFEN CITRATE,QUINACRINE HYDROCHLORIDE,OVCAR4,DB00675,DB01103,0.36
CYTARABINE HYDROCHLORIDE,ANASTROZOLE,U251MG,DB00987,DB01217,-3.89
THALIDOMIDE,ERLOTINIB HYDROCHLORIDE,IGROV1,DB01041,DB00530,-4.2
CELECOXIB,CYTARABINE HYDROCHLORIDE,LOXIMVI,DB00482,DB00987,-4.7
ZOLEDRONIC ACID,AMIFOSTINE,HCT15,DB00399,DB01143,0.86
RALOXIFENE,LENALIDOMIDE,MALME3M,DB00481,DB00480,-2.28
HYDROXYUREA,BLEOMYCIN,MOLT4,DB01005,DB00290,-11
AZACYTIDINE,CARMUSTINE,MOLT4,DB00928,DB00262,-10.49
MITOTANE,CARMUSTINE,UACC62,DB00648,DB00262,-4.87
LETROZOLE,THALIDOMIDE,OVCAR4,DB01006,DB01041,0.94
IMATINIB,HYDROXYUREA,HCT15,DB00619,DB01005,-4.6
TAMOXIFEN CITRATE,MITOTANE,SNB19,DB00675,DB00648,-1.71
TRETINOIN,ALLOPURINOL,HL60,DB00755,DB00437,-2.83
DASATINIB,ALLOPURINOL,ACHN,DB01254,DB00437,-8.44
CYTARABINE HYDROCHLORIDE,BORTEZOMIB,COLO205,DB00987,DB00188,-5.12
TRETINOIN,SORAFENIB,NCIH23,DB00755,DB00398,7.7
BLEOMYCIN,CARMUSTINE,NCIH226,DB00290,DB00262,-0.63
METHOTREXATE,IMATINIB,UACC257,DB00563,DB00619,-1.05
RALOXIFENE,DOCETAXEL,T47D,DB00481,DB01248,-6.57
FLUDARABINE BASE,THALIDOMIDE,MALME3M,DB01073,DB01041,0.51
CELECOXIB,IMIQUIMOD,T47D,DB00482,DB00724,-2.16
IMATINIB,BLEOMYCIN,K562,DB00619,DB00290,-1.34
LOMUSTINE,AMIFOSTINE,NCIH460,DB01206,DB01143,-3.87
TAMOXIFEN CITRATE,PACLITAXEL,SKMEL28,DB00675,DB01229,5.88
ANASTROZOLE,DOCETAXEL,KM12,DB01217,DB01248,-1.33
CELECOXIB,MITOTANE,SF295,DB00482,DB00648,1.48
TRETINOIN,DOCETAXEL,MOLT4,DB00755,DB01248,33.81
IMATINIB,TOPOTECAN HYDROCHLORIDE,RPMI8226,DB00619,DB01030,1.77
AZACYTIDINE,BLEOMYCIN,786O,DB00928,DB00290,-7.95
CYTARABINE HYDROCHLORIDE,IMATINIB,OVCAR4,DB00987,DB00619,-2.04
QUINACRINE HYDROCHLORIDE,CARMUSTINE,CAKI1,DB01103,DB00262,-8.24
SUNITINIB,HYDROXYUREA,A549,DB01268,DB01005,-0.44
PRALATREXATE,CARMUSTINE,HT29,DB06813,DB00262,2.02
ANASTROZOLE,ALLOPURINOL,LOXIMVI,DB01217,DB00437,-1.64
METHOXSALEN,ARSENIC TRIOXIDE,K562,DB00553,DB01169,1.61
TAMOXIFEN CITRATE,ARSENIC TRIOXIDE,ACHN,DB00675,DB01169,-4.27
METHOTREXATE,CYTARABINE HYDROCHLORIDE,ACHN,DB00563,DB00987,-4.02
TRETINOIN,ERLOTINIB HYDROCHLORIDE,ACHN,DB00755,DB00530,1.82
DASATINIB,ALLOPURINOL,HL60,DB01254,DB00437,2.2
GEFITINIB,BLEOMYCIN,K562,DB00317,DB00290,-1.62
TRETINOIN,TAMOXIFEN CITRATE,HCT15,DB00755,DB00675,-11.13
PACLITAXEL,AZACYTIDINE,T47D,DB01229,DB00928,-3.44
LAPATINIB,ANASTROZOLE,SW620,DB01259,DB01217,-1.25
TRETINOIN,TAMOXIFEN CITRATE,UACC62,DB00755,DB00675,-0.77
PACLITAXEL,METHOTREXATE,UACC257,DB01229,DB00563,1.68
METHOTREXATE,TRETINOIN,NCIH460,DB00563,DB00755,2.89
LETROZOLE,METHOXSALEN,MALME3M,DB01006,DB00553,-0.01
NILOTINIB,AMIFOSTINE,SKMEL5,DB04868,DB01143,-0.5
LENALIDOMIDE,METHOTREXATE,UACC257,DB00480,DB00563,-3.3
AZACYTIDINE,AMIFOSTINE,MALME3M,DB00928,DB01143,-2.14
SORAFENIB,MITOTANE,A498,DB00398,DB00648,10.34
TAMOXIFEN CITRATE,CARMUSTINE,COLO205,DB00675,DB00262,-5.63
METHOTREXATE,TOPOTECAN HYDROCHLORIDE,HS578T,DB00563,DB01030,-6.47
RALOXIFENE,TAMOXIFEN CITRATE,NCIH226,DB00481,DB00675,3.7
IMATINIB,ALLOPURINOL,K562,DB00619,DB00437,-3.27
TAMOXIFEN CITRATE,CARMUSTINE,KM12,DB00675,DB00262,-0.78
MITOTANE,METHOXSALEN,NCIH522,DB00648,DB00553,-1.49
IMATINIB,PACLITAXEL,IGROV1,DB00619,DB01229,4.77
ALLOPURINOL,TOPOTECAN HYDROCHLORIDE,SNB19,DB00437,DB01030,-1.19
LETROZOLE,NILOTINIB,UACC257,DB01006,DB04868,0.13
ANASTROZOLE,THALIDOMIDE,T47D,DB01217,DB01041,4.3
NILOTINIB,CARMUSTINE,SKOV3,DB04868,DB00262,-0.58
GEFITINIB,DASATINIB,HS578T,DB00317,DB01254,-0.64
SUNITINIB,AMIFOSTINE,MOLT4,DB01268,DB01143,0.32
LETROZOLE,ZOLEDRONIC ACID,HCT116,DB01006,DB00399,-2.02
THALIDOMIDE,ARSENIC TRIOXIDE,NCIH522,DB01041,DB01169,1.94
AZACYTIDINE,THALIDOMIDE,NCIH23,DB00928,DB01041,-2.36
FLUDARABINE BASE,ARSENIC TRIOXIDE,PC3,DB01073,DB01169,-5.2
ZOLEDRONIC ACID,THALIDOMIDE,MDAMB231,DB00399,DB01041,-1.19
RALOXIFENE,GEFITINIB,A498,DB00481,DB00317,-4.68
TAMOXIFEN CITRATE,PACLITAXEL,MDAMB231,DB00675,DB01229,14.79
SORAFENIB,MERCAPTOPURINE,A498,DB00398,DB01033,-3.1
PRALATREXATE,CARMUSTINE,UACC62,DB06813,DB00262,-2.92
AZACYTIDINE,BLEOMYCIN,IGROV1,DB00928,DB00290,-7.23
FULVESTRANT,CARMUSTINE,T47D,DB00947,DB00262,-1.27
RALOXIFENE,PEMETREXED,RPMI8226,DB00481,DB00642,2.65
LAPATINIB,IXABEPILONE,MDAMB231,DB01259,DB04845,-1.89
FLUDARABINE BASE,AMIFOSTINE,NCIH322,DB01073,DB01143,1.11
FLUDARABINE BASE,TAMOXIFEN CITRATE,DU145,DB01073,DB00675,-1.53
SUNITINIB,AMIFOSTINE,A549,DB01268,DB01143,-2.37
SUNITINIB,AMIFOSTINE,SKMEL28,DB01268,DB01143,-0.05
IMATINIB,IMIQUIMOD,HT29,DB00619,DB00724,-0.58
CELECOXIB,NILOTINIB,NCIH322,DB00482,DB04868,6.67
RALOXIFENE,PRALATREXATE,A549,DB00481,DB06813,1.16
TENIPOSIDE,BLEOMYCIN,NCIH226,DB00444,DB00290,-7.88
RALOXIFENE,NILOTINIB,SKOV3,DB00481,DB04868,2.31
RALOXIFENE,DACARBAZINE,HCT15,DB00481,DB00851,-2.74
SORAFENIB,QUINACRINE HYDROCHLORIDE,NCIH226,DB00398,DB01103,-4.68
DASATINIB,FULVESTRANT,LOXIMVI,DB01254,DB00947,3.49
CELECOXIB,TRETINOIN,KM12,DB00482,DB00755,5.75
MITOXANTRONE,AMIFOSTINE,NCIH460,DB01204,DB01143,1.63
RALOXIFENE,MERCAPTOPURINE,NCIH226,DB00481,DB01033,3.82
MITOTANE,CARMUSTINE,ACHN,DB00648,DB00262,-0.15
TOPOTECAN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,OVCAR4,DB01030,DB00530,-3.08
MITOXANTRONE,METHOTREXATE,A498,DB01204,DB00563,-3.21
MITOTANE,MERCAPTOPURINE,SW620,DB00648,DB01033,-5.5
FLUDARABINE BASE,ERLOTINIB HYDROCHLORIDE,KM12,DB01073,DB00530,-2.42
CYTARABINE HYDROCHLORIDE,TRETINOIN,RPMI8226,DB00987,DB00755,-7.52
CYTARABINE HYDROCHLORIDE,FULVESTRANT,786O,DB00987,DB00947,-6.13
RALOXIFENE,TAMOXIFEN CITRATE,HL60,DB00481,DB00675,7
PACLITAXEL,DOCETAXEL,HS578T,DB01229,DB01248,-3.02
GEFITINIB,AMIFOSTINE,HCT116,DB00317,DB01143,-5.57
LETROZOLE,ZOLEDRONIC ACID,MDAMB468,DB01006,DB00399,-0.59
MITOTANE,AMIFOSTINE,ACHN,DB00648,DB01143,-2.03
NILOTINIB,LAPATINIB,MALME3M,DB04868,DB01259,9.29
DASATINIB,LAPATINIB,HCT15,DB01254,DB01259,4.1
METHOTREXATE,AMIFOSTINE,NCIH23,DB00563,DB01143,-0.27
DACARBAZINE,METHOTREXATE,MCF7,DB00851,DB00563,3.02
RALOXIFENE,PACLITAXEL,MCF7,DB00481,DB01229,-4.61
ANASTROZOLE,ALLOPURINOL,K562,DB01217,DB00437,-11.26
DEXRAZOXANE,METHOTREXATE,NCIH226,DB00380,DB00563,3.41
CYTARABINE HYDROCHLORIDE,FLUDARABINE BASE,HL60,DB00987,DB01073,-1.33
TAMOXIFEN CITRATE,SORAFENIB,MALME3M,DB00675,DB00398,0.7
HYDROXYUREA,NILOTINIB,MOLT4,DB01005,DB04868,1.18
SUNITINIB,TOPOTECAN HYDROCHLORIDE,NCIH322,DB01268,DB01030,0.32
CELECOXIB,TAMOXIFEN CITRATE,HL60,DB00482,DB00675,8.96
CYTARABINE HYDROCHLORIDE,MERCAPTOPURINE,HL60,DB00987,DB01033,0.93
RALOXIFENE,SUNITINIB,MOLT4,DB00481,DB01268,3.08
ZOLEDRONIC ACID,METHOTREXATE,SKMEL28,DB00399,DB00563,-5.13
LETROZOLE,TOPOTECAN HYDROCHLORIDE,MOLT4,DB01006,DB01030,-1.6
FLUDARABINE BASE,QUINACRINE HYDROCHLORIDE,UACC62,DB01073,DB01103,3.41
MITOTANE,METHOXSALEN,DU145,DB00648,DB00553,-6.62
RALOXIFENE,FLUDARABINE BASE,NCIH522,DB00481,DB01073,0.25
TRETINOIN,CARMUSTINE,HT29,DB00755,DB00262,-3.08
FLUDARABINE BASE,MITOTANE,SNB19,DB01073,DB00648,-5.1
DASATINIB,AMIFOSTINE,T47D,DB01254,DB01143,-0.58
MEGESTROL ACETATE,BLEOMYCIN,HCT15,DB00351,DB00290,-3.49
FULVESTRANT,CARMUSTINE,SF295,DB00947,DB00262,3.67
PACLITAXEL,ZOLEDRONIC ACID,SNB19,DB01229,DB00399,-3.41
AZACYTIDINE,ARSENIC TRIOXIDE,K562,DB00928,DB01169,-2.07
LETROZOLE,SORAFENIB,UACC62,DB01006,DB00398,-3.05
PEMETREXED,AMIFOSTINE,UACC257,DB00642,DB01143,-1.18
FLUDARABINE BASE,LAPATINIB,MDAMB231,DB01073,DB01259,-3.51
RALOXIFENE,IMIQUIMOD,NCIH522,DB00481,DB00724,4.99
SORAFENIB,ERLOTINIB HYDROCHLORIDE,HT29,DB00398,DB00530,-0.85
IMATINIB,MERCAPTOPURINE,OVCAR8,DB00619,DB01033,-9.65
PACLITAXEL,AZACYTIDINE,NCIH522,DB01229,DB00928,-3.01
AZACYTIDINE,ALLOPURINOL,HT29,DB00928,DB00437,1.87
CELECOXIB,AMIFOSTINE,NCIH522,DB00482,DB01143,1.27
THALIDOMIDE,ARSENIC TRIOXIDE,UACC62,DB01041,DB01169,-0.55
DOCETAXEL,METHOTREXATE,K562,DB01248,DB00563,-1.14
DEXRAZOXANE,ALLOPURINOL,NCIH522,DB00380,DB00437,-5.7
HYDROXYUREA,MITOTANE,T47D,DB01005,DB00648,8.39
SUNITINIB,ERLOTINIB HYDROCHLORIDE,RPMI8226,DB01268,DB00530,-4.2
IMATINIB,MITOTANE,NCIH460,DB00619,DB00648,0.25
CYTARABINE HYDROCHLORIDE,ARSENIC TRIOXIDE,NCIH23,DB00987,DB01169,-8.39
BLEOMYCIN,SORAFENIB,A549,DB00290,DB00398,-5.59
FULVESTRANT,MERCAPTOPURINE,HS578T,DB00947,DB01033,-8.38
MITOTANE,QUINACRINE HYDROCHLORIDE,SNB19,DB00648,DB01103,-5.86
PEMETREXED,METHOTREXATE,HCT15,DB00642,DB00563,-3.04
TOPOTECAN HYDROCHLORIDE,IXABEPILONE,NCIH226,DB01030,DB04845,-8.11
HYDROXYUREA,IMIQUIMOD,ACHN,DB01005,DB00724,-2.43
LETROZOLE,IXABEPILONE,UACC62,DB01006,DB04845,1.99
AZACYTIDINE,THALIDOMIDE,ACHN,DB00928,DB01041,-5.82
LAPATINIB,BLEOMYCIN,T47D,DB01259,DB00290,-5.92
PEMETREXED,DASATINIB,T47D,DB00642,DB01254,-3.55
HYDROXYUREA,ERLOTINIB HYDROCHLORIDE,U251MG,DB01005,DB00530,-1.77
SUNITINIB,FULVESTRANT,SKMEL28,DB01268,DB00947,-3.4
AZACYTIDINE,ZOLEDRONIC ACID,786O,DB00928,DB00399,-7.03
FLUDARABINE BASE,DOCETAXEL,K562,DB01073,DB01248,4.2
PRALATREXATE,BORTEZOMIB,NCIH23,DB06813,DB00188,0.67
DASATINIB,ZOLEDRONIC ACID,A498,DB01254,DB00399,-5.99
PACLITAXEL,BLEOMYCIN,LOXIMVI,DB01229,DB00290,-2.54
LAPATINIB,METHOXSALEN,SKMEL5,DB01259,DB00553,-2.72
ANASTROZOLE,ALLOPURINOL,IGROV1,DB01217,DB00437,3.48
IMIQUIMOD,AMIFOSTINE,LOXIMVI,DB00724,DB01143,-4.91
NILOTINIB,METHOXSALEN,SNB19,DB04868,DB00553,1.72
FULVESTRANT,AZACYTIDINE,T47D,DB00947,DB00928,-3.63
IMIQUIMOD,ARSENIC TRIOXIDE,SKMEL28,DB00724,DB01169,-2.57
LETROZOLE,CELECOXIB,SKMEL5,DB01006,DB00482,0.06
LAPATINIB,IXABEPILONE,HT29,DB01259,DB04845,6.47
IMATINIB,PACLITAXEL,MDAMB231,DB00619,DB01229,-6.43
LETROZOLE,TAMOXIFEN CITRATE,PC3,DB01006,DB00675,-0.92
TOPOTECAN HYDROCHLORIDE,ARSENIC TRIOXIDE,T47D,DB01030,DB01169,2.06
TAMOXIFEN CITRATE,LAPATINIB,BT549,DB00675,DB01259,0.73
MITOTANE,ZOLEDRONIC ACID,HT29,DB00648,DB00399,-0.32
MEGESTROL ACETATE,AMIFOSTINE,HT29,DB00351,DB01143,0.38
METHOTREXATE,MERCAPTOPURINE,NCIH322,DB00563,DB01033,-2.66
RALOXIFENE,TRETINOIN,SW620,DB00481,DB00755,6.14
TENIPOSIDE,METHOTREXATE,BT549,DB00444,DB00563,-3.59
DOCETAXEL,IMIQUIMOD,MDAMB468,DB01248,DB00724,-3.55
PACLITAXEL,HYDROXYUREA,CAKI1,DB01229,DB01005,-3.87
FULVESTRANT,QUINACRINE HYDROCHLORIDE,MOLT4,DB00947,DB01103,-1.44
MERCAPTOPURINE,IXABEPILONE,SNB19,DB01033,DB04845,0.73
DASATINIB,IMIQUIMOD,HS578T,DB01254,DB00724,-7.85
THALIDOMIDE,IXABEPILONE,NCIH23,DB01041,DB04845,4.91
TOPOTECAN HYDROCHLORIDE,ARSENIC TRIOXIDE,SW620,DB01030,DB01169,-9.5
MERCAPTOPURINE,IXABEPILONE,CAKI1,DB01033,DB04845,-6.85
FLUDARABINE BASE,DASATINIB,HCT15,DB01073,DB01254,-2.05
TRETINOIN,ZOLEDRONIC ACID,CAKI1,DB00755,DB00399,-3.01
CELECOXIB,BORTEZOMIB,786O,DB00482,DB00188,3.79
IMATINIB,FULVESTRANT,DU145,DB00619,DB00947,-0.92
IMATINIB,AZACYTIDINE,UACC62,DB00619,DB00928,2.45
LETROZOLE,PRALATREXATE,U251MG,DB01006,DB06813,2.44
FULVESTRANT,ARSENIC TRIOXIDE,SKMEL2,DB00947,DB01169,11.19
FULVESTRANT,AZACYTIDINE,A549,DB00947,DB00928,2.26
IMATINIB,TOPOTECAN HYDROCHLORIDE,A498,DB00619,DB01030,-1.25
FULVESTRANT,SORAFENIB,SF295,DB00947,DB00398,-2.66
ANASTROZOLE,ARSENIC TRIOXIDE,NCIH322,DB01217,DB01169,-1.71
PRALATREXATE,TOPOTECAN HYDROCHLORIDE,MALME3M,DB06813,DB01030,-5.16
METHOTREXATE,ALLOPURINOL,MDAMB231,DB00563,DB00437,-0.99
IMATINIB,BORTEZOMIB,SNB19,DB00619,DB00188,4.71
TRETINOIN,BORTEZOMIB,HS578T,DB00755,DB00188,-4.93
PACLITAXEL,THALIDOMIDE,CAKI1,DB01229,DB01041,-7.47
CELECOXIB,NILOTINIB,HCT15,DB00482,DB04868,2.39
RALOXIFENE,CELECOXIB,MDAMB231,DB00481,DB00482,0.61
THALIDOMIDE,TOPOTECAN HYDROCHLORIDE,UACC257,DB01041,DB01030,-5.54
AZACYTIDINE,IXABEPILONE,A498,DB00928,DB04845,0.36
TAMOXIFEN CITRATE,IMATINIB,UACC62,DB00675,DB00619,-1.24
ZOLEDRONIC ACID,QUINACRINE HYDROCHLORIDE,NCIH226,DB00399,DB01103,-0.17
CELECOXIB,MITOTANE,HCT15,DB00482,DB00648,3.81
SORAFENIB,MERCAPTOPURINE,OVCAR8,DB00398,DB01033,-7.39
QUINACRINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,OVCAR4,DB01103,DB00530,-6.16
MITOTANE,NILOTINIB,SKOV3,DB00648,DB04868,2.73
FLUDARABINE BASE,SUNITINIB,SF295,DB01073,DB01268,-1.14
LENALIDOMIDE,BLEOMYCIN,NCIH226,DB00480,DB00290,-4.56
AZACYTIDINE,MITOTANE,OVCAR8,DB00928,DB00648,0.8
SORAFENIB,ANASTROZOLE,MCF7,DB00398,DB01217,-1.35
RALOXIFENE,CARMUSTINE,SF295,DB00481,DB00262,-0.02
NILOTINIB,AZACYTIDINE,BT549,DB04868,DB00928,-6.49
PACLITAXEL,ANASTROZOLE,MOLT4,DB01229,DB01217,2.62
ANASTROZOLE,TOPOTECAN HYDROCHLORIDE,NCIH322,DB01217,DB01030,0.28
IMATINIB,ALLOPURINOL,SKMEL5,DB00619,DB00437,-3.9
SORAFENIB,QUINACRINE HYDROCHLORIDE,HS578T,DB00398,DB01103,-4.1
DOCETAXEL,IMIQUIMOD,BT549,DB01248,DB00724,-9.32
NILOTINIB,PACLITAXEL,SNB19,DB04868,DB01229,12.75
LETROZOLE,METHOTREXATE,HS578T,DB01006,DB00563,1.14
IMIQUIMOD,ERLOTINIB HYDROCHLORIDE,UACC257,DB00724,DB00530,-2.68
CYTARABINE HYDROCHLORIDE,MERCAPTOPURINE,MDAMB231,DB00987,DB01033,-4.42
DOCETAXEL,METHOXSALEN,NCIH322,DB01248,DB00553,-5.64
AZACYTIDINE,ALLOPURINOL,U251MG,DB00928,DB00437,1.94
CYTARABINE HYDROCHLORIDE,AMIFOSTINE,NCIH522,DB00987,DB01143,-1.66
PEMETREXED,DASATINIB,A498,DB00642,DB01254,-1.23
IMIQUIMOD,ERLOTINIB HYDROCHLORIDE,PC3,DB00724,DB00530,-5.6
DASATINIB,ARSENIC TRIOXIDE,SKMEL28,DB01254,DB01169,-3.52
RALOXIFENE,GEFITINIB,A549,DB00481,DB00317,-1.19
ZOLEDRONIC ACID,QUINACRINE HYDROCHLORIDE,BT549,DB00399,DB01103,-4.74
CELECOXIB,IMIQUIMOD,OVCAR8,DB00482,DB00724,0.03
HYDROXYUREA,ERLOTINIB HYDROCHLORIDE,786O,DB01005,DB00530,-0.14
AZACYTIDINE,PRALATREXATE,A498,DB00928,DB06813,3.16
IXABEPILONE,ARSENIC TRIOXIDE,NCIH226,DB04845,DB01169,-2.03
RALOXIFENE,MITOTANE,LOXIMVI,DB00481,DB00648,-1.02
AZACYTIDINE,IMIQUIMOD,ACHN,DB00928,DB00724,-4.54
ZOLEDRONIC ACID,HYDROXYUREA,LOXIMVI,DB00399,DB01005,-4.1
NILOTINIB,ANASTROZOLE,SF295,DB04868,DB01217,0.02
CELECOXIB,METHOXSALEN,IGROV1,DB00482,DB00553,7.37
MERCAPTOPURINE,ALLOPURINOL,HCT116,DB01033,DB00437,2.28
ERLOTINIB HYDROCHLORIDE,BORTEZOMIB,PC3,DB00530,DB00188,32.43
SUNITINIB,IXABEPILONE,SKMEL2,DB01268,DB04845,8.38
THALIDOMIDE,IXABEPILONE,HS578T,DB01041,DB04845,1.39
HYDROXYUREA,CARMUSTINE,OVCAR4,DB01005,DB00262,-2.06
MITOTANE,ALLOPURINOL,HL60,DB00648,DB00437,1.09
DOCETAXEL,PRALATREXATE,SF295,DB01248,DB06813,-0.05
TRETINOIN,BLEOMYCIN,786O,DB00755,DB00290,-6.15
IMATINIB,DOCETAXEL,SNB19,DB00619,DB01248,9.61
DASATINIB,BLEOMYCIN,NCIH226,DB01254,DB00290,-5.42
BLEOMYCIN,BORTEZOMIB,OVCAR4,DB00290,DB00188,-2.35
TAMOXIFEN CITRATE,PACLITAXEL,A498,DB00675,DB01229,13.69
LAPATINIB,ANASTROZOLE,SKMEL5,DB01259,DB01217,-0.6
IMATINIB,FULVESTRANT,A549,DB00619,DB00947,-1.69
RALOXIFENE,DOCETAXEL,HS578T,DB00481,DB01248,12.23
ZOLEDRONIC ACID,CARMUSTINE,A498,DB00399,DB00262,1.11
DOCETAXEL,DASATINIB,KM12,DB01248,DB01254,2.5
TOPOTECAN HYDROCHLORIDE,CARMUSTINE,HCT116,DB01030,DB00262,-1.82
DASATINIB,FULVESTRANT,MDAMB468,DB01254,DB00947,-1.7
AMIFOSTINE,BORTEZOMIB,NCIH522,DB01143,DB00188,0.44
LAPATINIB,IMIQUIMOD,MDAMB468,DB01259,DB00724,-2.44
TAMOXIFEN CITRATE,HYDROXYUREA,HS578T,DB00675,DB01005,-2.52
